home_team,away_team,datetime,shirtnumber,nationality,position,age,minutes,passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_completed,passes_offsides,passes_blocked,player_id,player,squad,start
Chievo,Juventus,1534608000,9,pl POL,FW,23-098,65,11,9,2,0,0,1,0,0,0,0,0,0,9,0,0,7b536033,Mariusz Stępiński,Chievo,True
Chievo,Juventus,1534608000,20,rs SRB,FW,30-324,25,10,9,1,0,0,0,0,0,0,0,0,0,8,0,0,dfb933e0,Filip Đorđević,Chievo,False
Chievo,Juventus,1534608000,17,it ITA,LW,33-105,90,22,22,0,0,0,0,2,0,0,0,0,0,17,0,0,1c50f354,Emanuele Giaccherini,Chievo,True
Chievo,Juventus,1534608000,27,it ITA,RW,21-116,90,18,17,0,0,0,0,3,0,0,0,0,0,12,1,0,d97f2e8d,Fabio Depaoli,Chievo,True
Chievo,Juventus,1534608000,56,fi FIN,LM,31-249,77,21,21,0,0,0,0,2,0,0,0,0,0,17,0,1,90b70194,Përparim Hetemaj,Chievo,True
Chievo,Juventus,1534608000,22,ng NGA,LM,27-088,13,7,7,0,0,0,0,0,0,0,0,0,0,7,0,0,614c38fb,Joel Obi,Chievo,False
Chievo,Juventus,1534608000,8,rs SRB,CM,29-354,90,37,36,1,1,0,2,0,0,0,0,0,0,27,0,0,023937a9,Ivan Radovanović,Chievo,True
Chievo,Juventus,1534608000,4,it ITA,RM,27-279,90,29,27,2,1,0,0,0,0,0,0,0,0,24,0,1,e327bd76,Nicola Rigoni,Chievo,True
Chievo,Juventus,1534608000,29,it ITA,LB,31-314,90,35,29,6,0,0,0,0,6,0,0,0,0,32,0,0,00b0bb87,Fabrizio Cacciatore,Chievo,True
Chievo,Juventus,1534608000,14,it ITA,CB,24-251,90,24,23,1,1,0,0,0,0,0,0,0,0,17,0,0,0821331c,Mattia Bani,Chievo,True
Chievo,Juventus,1534608000,15,it ITA,CB,33-101,90,12,12,0,0,0,0,0,0,0,0,0,0,12,0,0,47a500ae,Luca Rossettini,Chievo,True
Chievo,Juventus,1534608000,40,rs SRB,RB,30-353,90,29,23,6,0,0,0,2,6,0,0,0,0,17,0,3,6aafdc27,Nenad Tomović,Chievo,True
Chievo,Juventus,1534608000,70,it ITA,GK,39-143,89,28,10,18,7,0,0,0,0,0,0,0,0,15,0,0,048877f5,Stefano Sorrentino,Chievo,True
Chievo,Juventus,1534608000,16,it ITA,GK,28-035,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,c4f573f4,Andrea Seculin,Chievo,False
Lazio,Napoli,1534617000,10,es ESP,"FW,CM",25-324,90,40,35,5,1,1,2,5,0,4,3,0,0,29,0,1,5294a83f,Luis Alberto,Lazio,True
Lazio,Napoli,1534617000,17,it ITA,FW,28-179,90,19,15,3,0,0,1,0,1,0,0,0,0,16,1,0,4431aed2,Ciro Immobile,Lazio,True
Lazio,Napoli,1534617000,21,rs SRB,"CM,FW,DM",23-172,90,44,43,0,0,1,1,0,0,0,0,0,0,33,1,0,4e6dbac4,Sergej Milinković-Savić,Lazio,True
Lazio,Napoli,1534617000,25,hr CRO,"CM,DM",29-174,67,41,39,1,1,0,1,0,0,0,0,0,0,32,1,1,e8c930bb,Milan Badelj,Lazio,True
Lazio,Napoli,1534617000,11,ar ARG,LM,24-005,23,8,7,1,0,0,0,0,1,0,0,0,0,5,0,1,45b9b619,Joaquín Correa,Lazio,False
Lazio,Napoli,1534617000,16,it ITA,"CM,DM",33-205,87,29,28,1,0,0,0,1,0,0,0,0,0,24,0,3,ed5886d2,Marco Parolo,Lazio,True
Lazio,Napoli,1534617000,32,it ITA,CM,24-012,3,7,7,0,0,0,0,0,0,0,0,0,0,6,0,0,ba3d3bea,Danilo Cataldi,Lazio,False
Lazio,Napoli,1534617000,22,uy URU,"WB,RB",31-133,90,41,36,5,1,0,0,3,4,0,0,0,0,31,0,2,e94d79e3,Martín Cáceres,Lazio,True
Lazio,Napoli,1534617000,77,me MNE,"WB,RM",25-305,90,30,28,2,0,0,0,0,2,0,0,0,0,26,0,0,d4535821,Adam Marušić,Lazio,True
Lazio,Napoli,1534617000,26,ro ROU,"CB,LB",31-300,90,33,29,4,1,0,0,0,3,0,0,0,0,28,0,1,53de807a,Ștefan Radu,Lazio,True
Lazio,Napoli,1534617000,33,it ITA,CB,30-189,90,48,46,1,1,0,1,0,0,0,0,0,0,36,1,0,b96b595c,Francesco Acerbi,Lazio,True
Lazio,Napoli,1534617000,3,it ITA,CB,21-149,45,22,22,0,0,0,1,0,0,0,0,0,0,19,0,0,15d0c248,Luiz Felipe,Lazio,True
Lazio,Napoli,1534617000,15,ao ANG,CB,27-144,45,30,30,0,0,0,1,0,0,0,0,0,0,26,0,0,c01c66d9,Bastos,Lazio,False
Lazio,Napoli,1534617000,1,al ALB,GK,23-152,90,38,29,9,2,0,0,0,0,0,0,0,0,26,0,0,339fe0e8,Thomas Strakosha,Lazio,True
Torino,Roma,1534694400,9,it ITA,FW,24-242,90,11,11,0,0,0,0,0,0,0,0,0,0,8,0,1,d705ba44,Andrea Belotti,Torino,True
Torino,Roma,1534694400,14,es ESP,FW,28-227,90,35,29,5,2,1,1,4,0,1,1,0,0,21,1,1,440c84ed,Iago Falque,Torino,True
Torino,Roma,1534694400,23,fr FRA,CM,24-155,90,28,28,0,0,0,1,1,0,0,0,0,0,20,0,2,5cec2c74,Soualiho Meïté,Torino,True
Torino,Roma,1534694400,88,ve VEN,CM,30-218,85,34,33,1,1,0,4,1,0,0,0,0,0,29,0,1,f1cfc209,Tomás Rincón,Torino,True
Torino,Roma,1534694400,6,it ITA,CM,27-192,5,9,9,0,0,0,0,0,0,0,0,0,0,6,0,0,9d4c45d6,Roberto Soriano,Torino,False
Torino,Roma,1534694400,8,it ITA,CM,26-160,90,34,32,2,2,0,0,3,0,0,0,0,0,24,0,1,ea06dd97,Daniele Baselli,Torino,True
Torino,Roma,1534694400,21,es ESP,WB,23-046,90,60,42,17,2,1,0,9,10,5,2,2,0,36,1,5,dc1c2fce,Álex Berenguer,Torino,True
Torino,Roma,1534694400,29,it ITA,WB,30-088,26,10,6,4,0,0,0,0,4,0,0,0,0,7,0,0,e74f0e59,Lorenzo De Silvestri,Torino,True
Torino,Roma,1534694400,34,ng NGA,WB,21-315,64,25,18,7,0,0,0,1,7,0,0,0,0,21,0,1,246d153b,Ola Aina,Torino,False
Torino,Roma,1534694400,24,it ITA,CB,37-069,90,31,29,2,1,0,0,0,1,0,0,0,0,25,0,0,55667895,Emiliano Moretti,Torino,True
Torino,Roma,1534694400,33,cm CMR,CB,28-145,90,18,16,2,2,0,0,0,0,0,0,0,0,16,0,0,93cf32a8,Nicolas Nkoulou,Torino,True
Torino,Roma,1534694400,5,it ITA,CB,26-170,78,35,33,2,2,0,1,0,0,0,0,0,0,21,0,0,89976232,Armando Izzo,Torino,True
Torino,Roma,1534694400,36,br BRA,CB,21-154,12,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0,5fd5ed86,Gleison Bremer,Torino,False
Torino,Roma,1534694400,39,it ITA,GK,31-219,90,34,20,14,3,0,0,0,0,0,0,0,0,20,0,0,10dc46f0,Salvatore Sirigu,Torino,True
Sassuolo,Internazionale,1534703400,27,gh GHA,FW,31-166,84,16,14,1,0,1,0,0,0,0,0,0,0,13,1,1,f4ec4fd0,Kevin-Prince Boateng,Sassuolo,True
Sassuolo,Internazionale,1534703400,30,sn SEN,FW,25-155,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,422ec08a,Khouma Babacar,Sassuolo,False
Sassuolo,Internazionale,1534703400,34,it ITA,"LM,LW",24-066,73,18,18,0,0,0,0,0,0,0,0,0,0,17,0,0,1fca9171,Federico Di Francesco,Sassuolo,True
Sassuolo,Internazionale,1534703400,20,ci CIV,LM,21-228,17,5,5,0,0,0,0,0,0,0,0,0,0,4,0,0,fe012aca,Jeremie Boga,Sassuolo,False
Sassuolo,Internazionale,1534703400,25,it ITA,"RM,RW",24-018,90,32,26,5,1,0,0,5,0,4,3,1,0,20,1,1,53a0e358,Domenico Berardi,Sassuolo,True
Sassuolo,Internazionale,1534703400,32,gh GHA,"CM,LM",25-162,90,29,29,0,0,0,1,0,0,0,0,0,0,23,0,1,528492ea,Alfred Duncan,Sassuolo,True
Sassuolo,Internazionale,1534703400,4,it ITA,"DM,CM",33-280,90,46,46,0,0,0,0,0,0,0,0,0,0,45,0,0,07767f42,Francesco Magnanelli,Sassuolo,True
Sassuolo,Internazionale,1534703400,68,ma MAR,"CM,RM",27-012,63,32,32,0,0,0,0,1,0,0,0,0,0,26,0,1,0d077b88,Mehdi Bourabia,Sassuolo,True
Sassuolo,Internazionale,1534703400,12,it ITA,CM,23-014,27,16,16,0,0,0,0,0,0,0,0,0,0,13,0,0,b70bde8f,Stefano Sensi,Sassuolo,False
Sassuolo,Internazionale,1534703400,6,br BRA,LB,20-218,90,44,38,6,0,0,1,3,6,0,0,0,0,35,0,1,10e7f486,Rogério,Sassuolo,True
Sassuolo,Internazionale,1534703400,31,it ITA,CB,26-185,90,38,34,4,4,0,1,0,0,0,0,0,0,31,0,0,8650af85,Gian Marco Ferrari,Sassuolo,True
