home_team,away_team,datetime,nationality,age,minutes,gk_shots_on_target_against,gk_goals_against,gk_saves,gk_save_pct,gk_psxg,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_avg_distance_def_actions,player_id,player,squad,start
Maccabi Tel Aviv,Alashkert,1631629800,il ISR,21-066,90,5,1,4,80.0,1.1,5,12,41.7,27,8,40.7,35.0,6,16.7,33.8,5,0,0.0,0,18.0,3f29b3ba,Daniel Peretz,Maccabi Tel Aviv,True
Maccabi Haifa,Feyenoord,1631629800,us USA,29-027,90,4,0,4,100.0,1.2,4,14,28.6,27,5,48.1,39.4,6,16.7,29.7,10,0,0.0,3,27.0,75c2e240,Josh Cohen,Maccabi Haifa,True
Slovan Bratislava,FC Copenhagen,1631810700,sk SVK,25-343,90,5,3,2,60.0,1.8,1,3,33.3,16,5,12.5,25.4,3,33.3,28.7,10,0,0.0,0,,a1e3e773,Adrián Chovan,Slovan Bratislava,True
Slavia Prague,Union Berlin,1631810700,cz CZE,29-148,90,1,1,0,0.0,0.8,3,9,33.3,48,8,10.4,24.2,6,66.7,52.3,12,0,0.0,3,20.2,f3e82e37,Aleš Mandous,Slavia Prague,True
Rennes,Tottenham Hotspur,1631810700,fr FRA,37-049,90,4,2,3,50.0,1.1,7,13,53.8,20,5,35.0,31.5,7,85.7,55.0,10,1,10.0,3,21.5,74733221,Romain Salin,Rennes,True
NŠ Mura,Vitesse,1631810700,hr CRO,30-128,90,8,2,6,75.0,1.3,3,19,15.8,20,1,55.0,43.9,16,50.0,42.3,25,0,0.0,0,6.0,35941838,Matko Obradović,NŠ Mura,True
Lincoln Red Imps,PAOK,1631810700,es ESP,34-364,90,5,2,3,60.0,2.7,6,21,28.6,25,5,60.0,46.7,11,54.5,44.7,10,0,0.0,3,17.6,71b0c7d7,Lolo Soler,Lincoln Red Imps,True
HJK Helsinki,LASK,1631810700,fi FIN,23-219,90,6,2,4,66.7,1.0,1,9,11.1,39,8,23.1,27.5,7,0.0,16.1,10,0,0.0,2,20.0,21d45036,Hugo Keto,HJK Helsinki,True
Flora,Gent,1631810700,ee EST,24-349,90,8,1,7,87.5,1.2,4,20,20.0,36,13,38.9,38.1,8,75.0,58.5,26,1,3.8,0,6.3,fc0392f6,Matvei Igonen,Flora,True
Qaırat Almaty,AC Omonia,1631802600,kz KAZ,28-282,90,3,0,3,100.0,0.5,7,30,23.3,25,2,84.0,53.8,9,100.0,67.4,13,1,7.7,0,4.5,fe297e7d,Stas Pokatilov,Qaırat Almaty,True
