home_team,away_team,datetime,player_id,player,team,xg_shot,psxg_shot,outcome,distance,body_part,notes,sca_1_player_id,sca_1_player,sca_1_type,sca_2_player_id,sca_2_player,sca_2_type,minute,pen
Maccabi Tel Aviv,Alashkert,1631629800,f92609c6,Wangu Gome, Alashkert,0.02,,Off Target,30,Right Foot,,f6791b91,Aleksandar Glišić,Pass (Live),f92609c6,Wangu Gome,Pass (Live),12,False
Maccabi Tel Aviv,Alashkert,1631629800,269b4638,Stipe Perica, Maccabi Tel Aviv,0.22,0.53,Goal,14,Right Foot,,82220b03,Dan Bitton,Pass (Live),9d739099,Eduardo Guerrero,Pass (Live),13,False
Maccabi Tel Aviv,Alashkert,1631629800,269b4638,Stipe Perica, Maccabi Tel Aviv,0.18,0.06,Saved,11,Right Foot,,,,,,,,16,False
Maccabi Tel Aviv,Alashkert,1631629800,478e837c,José Embaló, Alashkert,0.04,0.23,Goal,23,Left Foot,,06545d47,Vincent Bezecourt,Pass (Live),ba98b489,Artak Grigoryan,Pass (Live),17,False
Maccabi Tel Aviv,Alashkert,1631629800,f6791b91,Aleksandar Glišić, Alashkert,0.21,,Off Target,11,Left Foot,Volley,06545d47,Vincent Bezecourt,Pass (Dead),478e837c,José Embaló,Fouled,22,False
Maccabi Tel Aviv,Alashkert,1631629800,66be83ea,Taron Voskanyan, Alashkert,0.34,0.49,Saved,8,Right Foot,Volley,f6791b91,Aleksandar Glišić,Shot,,,,22,False
Maccabi Tel Aviv,Alashkert,1631629800,6546d98e,Gavriel Kanichowsky, Maccabi Tel Aviv,0.30,0.87,Goal,12,Right Foot,,82220b03,Dan Bitton,Pass (Live),1bfdb73a,Ofir Davidzada,Pass (Live),32,False
Maccabi Tel Aviv,Alashkert,1631629800,269b4638,Stipe Perica, Maccabi Tel Aviv,0.17,0.03,Saved,18,Right Foot,,35389469,André Geraldes,Pass (Live),3f29b3ba,Daniel Peretz,Pass (Live),37,False
Maccabi Tel Aviv,Alashkert,1631629800,06545d47,Vincent Bezecourt, Alashkert,0.04,,Blocked,14,Left Foot,,9b0abd85,Dejan Boljević,Pass (Live),cbf10544,David Khurtsidze,Pass (Live),43,False
Maccabi Tel Aviv,Alashkert,1631629800,82220b03,Dan Bitton, Maccabi Tel Aviv,0.04,,Off Target,17,Left Foot,Volley,1bfdb73a,Ofir Davidzada,Pass (Live),6546d98e,Gavriel Kanichowsky,Pass (Live),45+1,False
Maccabi Tel Aviv,Alashkert,1631629800,6546d98e,Gavriel Kanichowsky, Maccabi Tel Aviv,0.04,0.04,Saved,25,Right Foot,,82220b03,Dan Bitton,Shot,,,,45+1,False
Maccabi Tel Aviv,Alashkert,1631629800,82220b03,Dan Bitton, Maccabi Tel Aviv,0.79,1.00,Goal,13,Left Foot,,9d739099,Eduardo Guerrero,Fouled,35389469,André Geraldes,Pass (Live),45+3,True
Maccabi Tel Aviv,Alashkert,1631629800,269b4638,Stipe Perica, Maccabi Tel Aviv,0.11,,Off Target,8,Head,,02d2c436,Luis Hernández,Pass (Dead),6546d98e,Gavriel Kanichowsky,Pass (Dead),48,False
Maccabi Tel Aviv,Alashkert,1631629800,478e837c,José Embaló, Alashkert,0.03,0.36,Saved,32,Right Foot,Free kick,cbf10544,David Khurtsidze,Fouled,478e837c,José Embaló,Pass (Live),54,False
Maccabi Tel Aviv,Alashkert,1631629800,cbf10544,David Khurtsidze, Alashkert,0.02,,Off Target,28,Left Foot,,f6791b91,Aleksandar Glišić,Pass (Live),ba98b489,Artak Grigoryan,Pass (Live),58,False
Maccabi Tel Aviv,Alashkert,1631629800,20f50d5a,Marko Milinković, Alashkert,0.03,0.02,Saved,30,Left Foot,,c2a34dec,Tiago Cametá,Pass (Live),,,,58,False
Maccabi Tel Aviv,Alashkert,1631629800,f3294c3d,Idan Nachmias, Maccabi Tel Aviv,0.05,,Off Target,11,Head,,6546d98e,Gavriel Kanichowsky,Pass (Dead),4a97f4c2,Avi Rikan,Pass (Live),62,False
Maccabi Tel Aviv,Alashkert,1631629800,02d2c436,Luis Hernández, Maccabi Tel Aviv,0.03,,Off Target,9,Head,,1d25929b,Matan Hozez,Pass (Dead),f3294c3d,Idan Nachmias,Shot,63,False
Maccabi Tel Aviv,Alashkert,1631629800,1d25929b,Matan Hozez, Maccabi Tel Aviv,0.03,,Off Target,25,Left Foot,,35389469,André Geraldes,Pass (Live),1d25929b,Matan Hozez,Pass (Live),65,False
Maccabi Tel Aviv,Alashkert,1631629800,eda4e2ee,Artak Yedigaryan, Alashkert,0.04,,Off Target,30,Right Foot,,ba98b489,Artak Grigoryan,Pass (Live),c2a34dec,Tiago Cametá,Pass (Live),66,False
Maccabi Tel Aviv,Alashkert,1631629800,1d25929b,Matan Hozez, Maccabi Tel Aviv,0.04,0.09,Saved,10,Left Foot,,4a97f4c2,Avi Rikan,Pass (Live),,,,71,False
Maccabi Tel Aviv,Alashkert,1631629800,1d25929b,Matan Hozez, Maccabi Tel Aviv,0.98,0.64,Goal,9,Right Foot,,269b4638,Stipe Perica,Pass (Live),42c94967,Brandley Kuwas,Pass (Live),72,False
Maccabi Tel Aviv,Alashkert,1631629800,42c94967,Brandley Kuwas, Maccabi Tel Aviv,0.16,0.28,Saved,12,Left Foot,Volley,35389469,André Geraldes,Pass (Live),42c94967,Brandley Kuwas,Pass (Live),74,False
Maccabi Tel Aviv,Alashkert,1631629800,eda4e2ee,Artak Yedigaryan, Alashkert,0.03,,Off Target,30,Right Foot,,cbf10544,David Khurtsidze,Pass (Live),ba98b489,Artak Grigoryan,Pass (Live),76,False
Maccabi Tel Aviv,Alashkert,1631629800,3b099c65,Shahar Piven, Maccabi Tel Aviv,0.03,,Off Target,28,Right Foot,,1d25929b,Matan Hozez,Take-On,4a97f4c2,Avi Rikan,Pass (Live),82,False
Maccabi Tel Aviv,Alashkert,1631629800,4f64b89f,Matheus Alessandro, Alashkert,0.12,,Blocked,17,Left Foot,,20f50d5a,Marko Milinković,Pass (Live),c2a34dec,Tiago Cametá,Pass (Live),83,False
Maccabi Tel Aviv,Alashkert,1631629800,eda4e2ee,Artak Yedigaryan, Alashkert,0.02,0.01,Saved,37,Right Foot,,b028437b,Didier Kadio,Pass (Live),eda4e2ee,Artak Yedigaryan,Pass (Live),85,False
Maccabi Tel Aviv,Alashkert,1631629800,66b8033d,Osama Khalaila, Maccabi Tel Aviv,0.04,,Blocked,24,Right Foot,Volley,4a97f4c2,Avi Rikan,Pass (Live),1d25929b,Matan Hozez,Pass (Live),87,False
Maccabi Tel Aviv,Alashkert,1631629800,4a97f4c2,Avi Rikan, Maccabi Tel Aviv,0.02,,Blocked,32,Left Foot,,3b099c65,Shahar Piven,Pass (Live),7566531d,Dan Glazer,Pass (Live),89,False
Maccabi Tel Aviv,Alashkert,1631629800,478e837c,José Embaló, Alashkert,0.06,,Blocked,17,Right Foot,,4f64b89f,Matheus Alessandro,Pass (Live),870cc839,Ognjen Čančarević,Pass (Live),90+1,False
Maccabi Tel Aviv,Alashkert,1631629800,7566531d,Dan Glazer, Maccabi Tel Aviv,0.02,,Off Target,29,Right Foot,,42c94967,Brandley Kuwas,Pass (Live),1bfdb73a,Ofir Davidzada,Pass (Live),90+2,False
Maccabi Haifa,Feyenoord,1631629800,8e16dd48,Luis Sinisterra, Feyenoord,0.04,,Blocked,9,Right Foot,,9bf914b4,Orkun Kökçü,Pass (Dead),f0677ed7,Fredrik Aursnes,Pass (Live),10,False
Maccabi Haifa,Feyenoord,1631629800,6e44569a,Guus Til, Feyenoord,0.07,,Blocked,17,Right Foot,,6b6c793c,Tyrell Malacia,Pass (Live),,,,10,False
Maccabi Haifa,Feyenoord,1631629800,5700824a,Bryan Linssen, Feyenoord,0.40,0.78,Saved,7,Right Foot,,ade993b9,Jens Toornstra,Pass (Live),35141f4c,Marcos Senesi,Pass (Live),20,False
Maccabi Haifa,Feyenoord,1631629800,71031a25,Tjaronn Chery, Maccabi Haifa,0.04,,Woodwork,27,Left Foot,,55e81c76,José Rodríguez,Pass (Live),84cef920,Bogdan Planić,Pass (Live),22,False
Maccabi Haifa,Feyenoord,1631629800,6e44569a,Guus Til, Feyenoord,0.17,0.13,Saved,7,Right Foot,Volley,ade993b9,Jens Toornstra,Pass (Live),f0677ed7,Fredrik Aursnes,Pass (Live),30,False
Maccabi Haifa,Feyenoord,1631629800,71031a25,Tjaronn Chery, Maccabi Haifa,0.06,,Off Target,12,Left Foot,Volley,f417a1fa,Mohammad Abu Fani,Pass (Dead),,,Fouled,35,False
Maccabi Haifa,Feyenoord,1631629800,f417a1fa,Mohammad Abu Fani, Maccabi Haifa,0.04,,Blocked,30,Right Foot,,cfdacb90,Ali Mohamed,Pass (Live),,,,39,False
Maccabi Haifa,Feyenoord,1631629800,5700824a,Bryan Linssen, Feyenoord,0.05,0.06,Saved,22,Right Foot,,8e16dd48,Luis Sinisterra,Pass (Live),6b6c793c,Tyrell Malacia,Pass (Dead),42,False
Maccabi Haifa,Feyenoord,1631629800,35141f4c,Marcos Senesi, Feyenoord,0.05,,Off Target,12,Left Foot,Volley,9bf914b4,Orkun Kökçü,Pass (Live),f0677ed7,Fredrik Aursnes,Pass (Live),47,False
Maccabi Haifa,Feyenoord,1631629800,9bf914b4,Orkun Kökçü, Feyenoord,0.02,,Blocked,38,Right Foot,Free kick,9bf914b4,Orkun Kökçü,Fouled,8e16dd48,Luis Sinisterra,Pass (Live),51,False
Maccabi Haifa,Feyenoord,1631629800,5700824a,Bryan Linssen, Feyenoord,0.03,,Blocked,23,Right Foot,Volley,6e44569a,Guus Til,Pass (Live),53d93280,Justin Bijlow,Pass (Live),52,False
Maccabi Haifa,Feyenoord,1631629800,9d21da85,Gernot Trauner, Feyenoord,0.02,,Blocked,32,Right Foot,,f0677ed7,Fredrik Aursnes,Pass (Live),35141f4c,Marcos Senesi,Pass (Live),55,False
Maccabi Haifa,Feyenoord,1631629800,5700824a,Bryan Linssen, Feyenoord,0.40,,Off Target,5,Left Foot,Volley,6b6c793c,Tyrell Malacia,Pass (Live),8e16dd48,Luis Sinisterra,Pass (Live),57,False
Maccabi Haifa,Feyenoord,1631629800,8e16dd48,Luis Sinisterra, Feyenoord,0.06,,Blocked,18,Right Foot,,8e16dd48,Luis Sinisterra,Tackle,,,,66,False
