home_team,away_team,datetime,nationality,age,minutes,gk_shots_on_target_against,gk_goals_against,gk_saves,gk_save_pct,gk_psxg,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_avg_distance_def_actions,player_id,player,squad,start
Parma,Juventus,1566662400,it ITA,28-108,90,4,1,3,75.0,0.2,3,11,27.3,21,3,52.4,41.6,10,0.0,16.6,19,1,5.3,2,19.3,343f753a,Luigi Sepe,Parma,True
Fiorentina,Napoli,1566672300,pl POL,22-005,90,7,4,3,57.1,3.2,7,11,63.6,19,4,52.6,37.8,3,33.3,30.7,12,1,8.3,0,4.0,085e71a7,Bartłomiej Drągowski,Fiorentina,True
Udinese,Milan,1566748800,ar ARG,25-111,90,0,0,0,,0.0,10,17,58.8,19,5,52.6,38.6,10,70.0,51.1,10,1,10.0,2,14.8,a111cf41,Juan Musso,Udinese,True
SPAL,Atalanta,1566758700,al ALB,30-168,90,13,3,10,76.9,3.4,5,16,31.3,30,6,40.0,33.7,8,50.0,41.4,25,0,0.0,0,10.3,ee833569,Etrit Berisha,SPAL,True
Roma,Genoa,1566758700,es ESP,24-255,90,4,3,1,50.0,1.7,5,13,38.5,26,5,38.5,33.9,4,75.0,54.8,5,0,0.0,1,17.3,20b9f052,Pau López,Roma,True
Torino,Sassuolo,1566758700,it ITA,32-225,90,9,1,8,88.9,1.1,9,15,60.0,15,1,46.7,36.0,8,100.0,50.6,9,0,0.0,2,17.4,10dc46f0,Salvatore Sirigu,Torino,True
Hellas Verona,Bologna,1566758700,it ITA,28-176,90,2,1,1,100.0,1.2,8,28,28.6,14,0,100.0,57.5,15,93.3,57.8,22,1,4.5,0,7.3,0d422df7,Marco Silvestri,Hellas Verona,True
Sampdoria,Lazio,1566758700,it ITA,22-219,90,10,3,7,70.0,2.8,1,5,20.0,17,4,5.9,23.6,9,44.4,36.3,18,0,0.0,0,17.0,649b01d8,Emil Audero,Sampdoria,True
Cagliari,Brescia,1566758700,br BRA,37-175,90,2,1,1,100.0,1.2,10,18,55.6,26,2,57.7,34.8,9,33.3,29.1,13,0,0.0,1,9.8,dd06d56c,Rafael,Cagliari,True
Internazionale,Lecce,1566845100,si SVN,35-043,90,1,0,1,100.0,0.3,6,7,85.7,16,7,18.8,27.3,7,57.1,40.1,18,0,0.0,2,13.8,74419746,Samir Handanović,Internazionale,True
