home_team,away_team,datetime,shirtnumber,nationality,position,age,minutes,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,player_id,player,squad,start
Parma,Juventus,1566662400,9,it ITA,FW,27-285,90,19,0,0,8,11,2,19,1,1,100.0,0,0.0,10,72,30,1,1,0,1,3,15,1,6c1f7328,Roberto Inglese,Parma,True
Parma,Juventus,1566662400,27,ci CIV,"LW,FW",32-089,90,24,0,4,8,15,2,24,7,3,42.9,4,57.1,21,285,172,6,3,2,4,3,20,4,e468c053,Gervinho,Parma,True
Parma,Juventus,1566662400,44,se SWE,RW,19-121,56,26,2,7,9,10,0,26,2,1,50.0,1,50.0,18,109,60,3,3,0,4,0,16,1,df3cda47,Dejan Kulusevski,Parma,True
Parma,Juventus,1566662400,26,it ITA,"RW,RM",31-210,34,16,0,3,9,4,1,16,0,0,,0,,6,30,10,0,0,0,1,0,9,1,1cac99dc,Luca Siligardi,Parma,False
Parma,Juventus,1566662400,17,it ITA,LM,31-145,84,32,2,10,16,6,0,32,2,1,50.0,1,50.0,16,50,18,0,0,0,1,0,21,5,a64cbd35,Antonino Barillà,Parma,True
Parma,Juventus,1566662400,7,fr FRA,LM,21-047,6,3,0,0,2,1,0,3,0,0,,0,,0,0,0,0,0,0,0,0,1,0,8b66d9cc,Yann Karamoh,Parma,False
Parma,Juventus,1566662400,15,uy URU,CM,26-351,76,41,1,15,19,8,0,41,2,2,100.0,0,0.0,26,125,67,1,1,0,1,2,26,1,e947ee4a,Gastón Brugman,Parma,True
Parma,Juventus,1566662400,8,it ITA,CM,24-170,14,9,0,3,5,1,0,9,0,0,,0,,4,22,8,0,0,0,0,0,6,0,6cc97b6a,Alberto Grassi,Parma,False
Parma,Juventus,1566662400,10,br BRA,"RM,CM",25-150,90,52,3,14,25,13,1,52,0,0,,0,,26,98,44,1,0,0,1,0,35,1,6f5ead86,Hernani,Parma,True
Parma,Juventus,1566662400,28,se SWE,LB,29-118,90,54,4,32,19,3,0,54,0,0,,0,,23,81,63,2,0,0,0,0,33,0,173061c0,Riccardo Gagliolo,Parma,True
Parma,Juventus,1566662400,22,pt POR,CB,37-270,90,46,8,32,10,4,1,46,1,1,100.0,0,0.0,30,108,62,0,0,0,0,0,33,0,585a73a8,Bruno Alves,Parma,True
Parma,Juventus,1566662400,2,it ITA,CB,32-116,90,43,12,31,10,2,1,43,1,0,0.0,1,100.0,23,83,60,0,0,0,2,0,20,0,63071a3f,Simone Iacoponi,Parma,True
Parma,Juventus,1566662400,16,fr FRA,RB,30-075,90,58,4,24,26,9,0,58,1,1,100.0,0,0.0,26,88,51,0,1,0,3,2,31,4,3535098b,Vincent Laurini,Parma,True
Parma,Juventus,1566662400,1,it ITA,GK,28-108,90,32,29,32,0,0,0,32,0,0,,0,,15,62,51,0,0,0,0,0,10,0,343f753a,Luigi Sepe,Parma,True
Fiorentina,Napoli,1566672300,28,rs SRB,FW,19-208,60,25,0,2,17,6,1,25,1,0,0.0,1,100.0,17,55,7,0,1,0,6,2,22,4,79443529,Dušan Vlahović,Fiorentina,True
Fiorentina,Napoli,1566672300,10,gh GHA,FW,32-171,30,7,0,0,3,4,0,7,0,0,,0,,2,5,3,0,0,0,0,0,5,1,f4ec4fd0,Kevin-Prince Boateng,Fiorentina,False
Fiorentina,Napoli,1566672300,25,it ITA,"LW,RW",21-303,90,36,0,4,8,26,4,36,6,6,100.0,0,0.0,26,299,253,7,4,2,0,2,27,6,b0f7e36c,Federico Chiesa,Fiorentina,True
Fiorentina,Napoli,1566672300,11,it ITA,RW,20-082,77,34,0,5,13,16,4,34,3,2,66.7,1,33.3,28,168,54,2,0,1,2,1,31,7,94816803,Riccardo Sottil,Fiorentina,True
Fiorentina,Napoli,1566672300,7,fr FRA,LW,36-139,13,10,0,2,2,6,1,10,0,0,,0,,4,24,13,0,0,0,1,0,7,3,f61c7c4e,Franck Ribéry,Fiorentina,False
Fiorentina,Napoli,1566672300,8,it ITA,LM,22-188,90,44,1,10,21,14,3,44,5,4,80.0,1,20.0,33,266,181,5,3,3,1,0,38,3,0728bebe,Gaetano Castrovilli,Fiorentina,True
Fiorentina,Napoli,1566672300,5,hr CRO,CM,30-180,72,50,2,13,33,5,0,50,0,0,,0,,25,71,41,0,0,0,1,0,35,0,e8c930bb,Milan Badelj,Fiorentina,True
Fiorentina,Napoli,1566672300,24,it ITA,CM,24-350,18,6,0,1,2,3,1,6,1,0,0.0,1,100.0,3,7,4,0,0,0,0,0,3,1,0000acda,Marco Benassi,Fiorentina,False
Fiorentina,Napoli,1566672300,78,cl CHI,RM,25-221,90,78,4,20,31,28,1,77,0,0,,0,,37,166,99,0,1,0,1,1,43,2,4611e028,Erick Pulgar,Fiorentina,True
Fiorentina,Napoli,1566672300,23,it ITA,LB,24-134,90,49,5,14,33,4,0,49,2,2,100.0,0,0.0,17,101,81,1,1,0,0,0,25,4,983ff2c7,Lorenzo Venuti,Fiorentina,True
Fiorentina,Napoli,1566672300,20,ar ARG,CB,28-058,90,54,14,31,22,1,1,54,0,0,,0,,29,154,97,3,0,0,0,1,27,0,8c725b43,Germán Pezzella,Fiorentina,True
Fiorentina,Napoli,1566672300,4,rs SRB,CB,21-316,90,53,11,33,18,4,2,53,0,0,,0,,29,180,115,1,1,0,0,0,31,0,bee704fc,Nikola Milenković,Fiorentina,True
Fiorentina,Napoli,1566672300,21,es ESP,RB,22-011,90,57,4,23,21,15,0,57,3,2,66.7,1,33.3,35,194,130,1,4,1,2,0,34,4,ff800ed8,Pol Lirola,Fiorentina,True
Fiorentina,Napoli,1566672300,69,pl POL,GK,22-005,90,25,24,25,0,0,0,25,0,0,,0,,14,113,81,0,0,0,0,0,12,0,085e71a7,Bartłomiej Drągowski,Fiorentina,True
